genre,director_popularity,budget_musd,runtime_min,release_year,social_buzz,critic_score,star_power,audience_rating
Drama,0.248,0.65,121,2005,0.7,67.44,0.78,7.596
Animation,0.378,33.429,123,1996,0.744,86.352,0.335,8.63
Action,0.398,49.021,98,2021,0.532,65.842,0.009,9.2
SciFi,0.536,42.486,108,2023,0.334,63.977,0.491,7.631
Comedy,0.884,13.947,117,2017,0.701,62.876,0.69,9.473
SciFi,0.921,9.926,123,2014,0.486,58.099,0.397,7.761
Animation,0.448,30.581,124,2013,0.459,68.867,0.45,8.771
Horror,0.753,25.604,90,2007,0.332,32.638,0.241,7.573
Action,0.363,7.183,103,2010,0.465,90.952,1.0,7.754
SciFi,0.468,52.521,102,2016,0.0,75.066,0.956,8.162
Drama,0.79,31.974,107,2007,0.257,65.845,0.584,8.529
Drama,0.618,30.449,108,2010,0.53,68.419,0.737,9.207
Comedy,0.928,26.282,126,2003,0.536,69.874,0.734,10.0
Romance,0.526,19.634,112,1998,0.721,87.206,0.673,9.25
Horror,0.511,32.451,106,2002,0.925,65.9,0.0,7.804
SciFi,0.499,32.513,115,2007,0.418,56.746,0.61,9.138
Drama,0.846,40.768,101,2024,0.692,57.903,0.729,9.162
Animation,0.718,28.148,128,1997,0.112,76.676,0.859,8.882
Horror,0.329,65.558,120,2002,0.106,78.185,0.514,7.676
Romance,0.621,41.195,104,2009,0.487,96.338,0.445,8.987
Horror,0.402,50.275,127,2021,0.707,85.197,0.35,8.494
Horror,0.463,21.333,97,2016,0.227,71.668,0.705,8.673
SciFi,0.313,14.411,102,1995,0.374,47.158,0.106,7.274
SciFi,0.272,37.213,100,2018,0.775,53.963,0.386,8.316
Horror,0.194,41.388,129,2007,0.429,63.441,1.0,8.525
Drama,0.698,21.485,112,2022,0.114,69.011,0.808,7.8
SciFi,0.837,44.395,100,2000,0.567,53.622,0.709,8.75
Action,0.139,0.5,125,2010,0.805,67.61,0.571,6.654
SciFi,0.413,53.865,134,2002,0.898,92.184,0.6,9.556
Drama,0.339,30.969,111,2018,0.629,80.9,0.181,10.0
Drama,0.718,9.11,98,2017,0.63,65.5,0.472,8.731
Action,0.131,0.5,105,1999,0.89,66.539,0.63,7.44
Animation,0.27,50.952,100,1998,0.516,88.843,0.918,9.72
Comedy,0.292,29.673,121,2007,0.333,72.419,0.858,8.682
Animation,0.336,0.985,90,2009,0.274,68.762,0.592,7.113
SciFi,0.555,55.302,101,2014,0.168,84.214,0.702,9.398
Action,0.0,15.644,112,2014,1.0,74.174,0.0,7.59
Comedy,0.757,47.927,107,2018,0.979,53.349,0.449,9.066
Comedy,0.363,5.416,98,2001,0.742,59.137,0.584,8.031
Horror,0.32,24.943,125,2024,0.097,35.834,0.886,7.111
Comedy,0.46,19.402,77,1997,0.092,53.416,0.443,7.192
SciFi,0.422,54.773,109,2009,0.865,79.598,0.446,9.493
Animation,0.661,34.029,119,2008,0.382,75.581,0.38,8.685
Comedy,0.584,36.632,130,1998,0.887,98.533,0.847,9.971
Romance,0.851,48.308,131,2005,0.796,58.069,0.34,9.631
Action,0.332,3.62,85,2012,0.03,61.544,0.0,5.571
Action,0.33,27.806,75,1999,0.243,46.497,0.829,7.038
Romance,0.256,16.55,109,2005,0.667,75.618,0.008,7.523
Drama,0.0,68.341,96,2000,0.784,50.715,0.379,8.527
Comedy,0.491,40.062,120,2002,0.083,85.751,0.683,7.846
Horror,0.722,17.961,118,2018,0.447,94.767,0.544,8.154
Romance,0.354,25.377,101,2013,0.74,59.351,0.112,8.903
Romance,0.481,24.881,118,2025,0.515,79.408,0.014,8.392
Horror,0.256,45.82,112,2020,0.258,74.453,0.567,7.831
Drama,0.58,29.297,113,2017,0.773,54.339,1.0,8.958
Drama,0.133,28.608,115,1999,0.732,49.229,1.0,8.152
Animation,0.408,23.068,112,2024,0.518,81.446,0.635,9.252
Drama,0.545,10.296,116,1998,0.607,76.239,0.416,10.0
Romance,0.493,20.492,107,2020,0.975,43.532,0.586,8.223
Drama,0.605,23.181,116,2008,0.244,69.819,0.921,9.102
Romance,1.0,33.044,107,2015,0.45,57.954,0.932,8.826
Comedy,0.564,35.913,97,1997,0.732,81.545,0.34,8.788
Animation,0.625,41.919,107,2023,0.734,93.142,0.222,9.834
Drama,0.662,11.946,107,2010,0.429,78.38,1.0,10.0
Romance,0.16,48.175,112,2020,0.276,85.726,0.825,9.63
Horror,0.249,35.733,99,2001,0.63,65.42,0.519,7.805
Animation,0.57,54.375,117,2017,0.41,71.748,0.212,9.123
Action,0.672,23.69,96,1996,0.205,97.9,0.628,7.965
Romance,0.531,38.948,119,2005,0.029,71.672,0.589,8.456
SciFi,0.335,67.286,107,2024,0.38,68.054,0.747,9.071
Horror,0.211,62.772,108,2001,0.676,75.116,0.277,8.856
SciFi,0.52,20.786,106,2000,0.167,46.161,0.338,6.757
Comedy,0.514,22.471,71,2006,0.731,38.7,0.276,6.467
Comedy,0.639,48.721,112,2017,0.232,41.306,0.148,7.409
Drama,0.425,18.874,122,2017,0.706,41.934,0.541,8.932
Comedy,0.531,45.655,70,2010,0.469,38.882,0.829,7.463
SciFi,0.43,37.854,128,2020,0.912,58.596,0.665,7.972
Comedy,0.433,34.645,101,1998,0.508,47.35,0.883,8.705
SciFi,0.273,20.7,90,2000,0.325,27.839,0.056,6.383
Romance,0.212,39.375,107,2019,0.994,56.793,0.596,8.401
Comedy,0.555,39.916,148,2001,1.0,60.226,0.593,9.277
Romance,0.217,28.882,110,1999,0.292,39.04,1.0,8.065
Romance,0.299,48.427,70,2015,0.6,57.758,0.746,8.016
Horror,0.671,58.675,123,2006,0.49,47.081,0.054,7.55
Animation,0.926,24.762,80,2002,0.83,73.814,0.305,9.326
Romance,0.543,18.387,110,2016,0.475,53.212,0.952,9.495
Romance,0.393,22.126,106,2023,0.406,56.078,0.31,8.131
Action,0.336,29.325,94,2018,0.692,50.893,0.539,9.328
Animation,0.625,15.95,112,2003,0.093,53.757,0.838,7.904
Drama,0.971,51.345,109,2019,0.6,76.96,0.388,9.754
Romance,0.516,50.126,123,2013,0.833,63.083,0.221,8.839
Animation,0.591,45.672,118,2003,0.5,85.067,1.0,9.742
Animation,0.433,26.107,104,2018,0.425,57.742,0.65,8.84
Comedy,0.503,14.097,124,2012,0.416,49.921,0.388,9.143
Horror,0.613,31.931,118,2010,0.642,58.234,0.715,6.775
Comedy,0.696,46.061,108,2025,0.447,54.552,0.778,8.232
Romance,0.447,16.565,106,2021,0.389,57.214,0.279,7.082
Romance,0.453,20.537,93,2007,0.288,60.394,0.642,8.591
Animation,0.415,18.057,103,2002,0.554,68.237,0.569,8.837
Animation,0.683,32.047,114,2004,0.314,49.728,0.394,8.923
Romance,0.392,37.845,112,2025,0.267,59.347,0.366,8.671
Horror,0.332,30.284,94,2004,0.588,69.854,0.429,8.048
Drama,0.319,0.5,130,2003,0.541,61.972,0.306,7.171
Romance,0.524,39.827,97,2003,0.369,45.944,0.362,8.2
Action,0.45,44.342,96,2006,0.751,82.587,0.529,9.706
Romance,0.346,42.178,124,1998,0.512,69.693,0.626,7.916
Drama,0.57,30.579,116,2005,0.08,43.058,0.268,6.921
SciFi,0.523,9.441,102,2016,0.666,53.419,0.584,8.006
Drama,0.636,29.623,97,2003,0.598,39.091,0.457,8.603
SciFi,0.74,21.256,110,2017,0.314,75.909,0.434,8.165
SciFi,0.423,52.509,89,2003,0.919,67.726,0.701,8.354
Comedy,0.538,33.727,102,2014,0.73,60.932,0.105,8.634
Animation,0.757,4.82,104,2011,0.0,47.658,0.619,7.808
Action,0.838,29.635,104,2000,0.53,77.833,0.689,9.917
Animation,0.548,20.252,108,2015,0.435,50.014,0.267,9.132
Comedy,0.566,23.984,110,2003,0.574,38.391,0.302,7.733
Romance,0.549,15.128,97,2021,1.0,70.479,0.584,8.946
Animation,0.744,46.117,81,2022,0.619,50.451,0.808,8.899
Drama,0.613,10.095,89,2025,1.0,65.518,0.6,9.335
SciFi,0.129,7.106,109,2004,0.736,73.633,0.858,8.069
Action,0.586,33.186,128,2006,0.662,68.019,0.625,8.763
Horror,0.664,48.693,129,2001,0.872,60.402,0.693,8.753
Action,0.636,40.823,111,2009,0.442,49.842,0.48,7.598
Romance,0.205,46.896,111,2020,0.444,94.875,0.146,8.032
Comedy,0.789,18.956,104,2019,0.43,62.615,0.775,8.359
Romance,0.379,15.207,114,2003,0.442,66.568,0.564,8.057
Comedy,0.669,33.61,136,2021,0.448,68.457,0.668,9.47
Drama,0.34,36.408,97,2022,0.572,65.618,0.079,8.426
Comedy,0.602,22.192,102,1999,0.723,66.368,0.393,8.538
Comedy,0.604,22.473,112,2009,0.688,42.246,0.647,9.477
Animation,0.8,0.5,119,1995,0.256,71.053,0.556,6.761
Drama,0.501,16.947,114,2003,0.449,58.512,0.366,9.294
Comedy,0.704,28.167,90,2003,0.562,56.604,0.695,8.733
Animation,0.571,35.761,108,2020,0.59,43.497,0.298,9.621
Action,0.499,21.418,112,2000,0.43,58.199,0.729,8.622
Horror,0.626,7.926,120,2023,0.403,41.765,0.384,8.22
Horror,0.403,15.592,92,2005,0.617,51.177,0.16,6.298
Animation,0.564,40.709,93,2002,0.734,32.145,0.371,8.866
Romance,0.748,40.618,124,2024,0.634,68.418,0.134,8.033
SciFi,0.537,16.521,95,2017,0.691,64.471,0.797,8.732
Horror,0.016,30.054,119,2013,0.512,59.068,0.551,7.673
Action,0.6,29.021,92,2002,0.578,51.022,0.0,6.829
Romance,0.382,13.18,95,2023,0.597,64.117,0.806,7.45
Horror,0.486,33.929,102,1999,0.37,53.008,0.766,7.398
Drama,0.396,35.725,121,2023,0.596,60.661,0.624,9.123
Horror,0.813,21.61,110,2000,0.819,72.334,0.702,8.994
Horror,0.608,40.122,130,2016,0.625,46.391,0.204,6.739
Comedy,0.776,16.647,128,2001,0.503,68.66,0.698,8.335
Animation,0.888,47.597,112,2011,0.162,65.115,0.534,8.95
Horror,0.62,31.179,123,2007,0.235,67.28,0.122,8.257
Drama,0.648,38.428,131,2010,0.482,88.316,0.61,9.937
Romance,0.623,65.241,99,2002,0.374,63.142,0.773,8.082
Comedy,0.502,37.575,121,1999,0.602,65.676,0.248,8.778
Comedy,0.539,22.515,98,2024,0.231,76.018,0.78,9.042
Animation,0.618,54.647,102,2001,0.823,70.24,0.351,10.0
SciFi,0.325,39.252,86,1999,0.591,59.379,0.378,7.532
Animation,0.383,34.25,108,2007,0.828,75.171,0.458,9.275
Romance,0.414,27.855,112,2015,0.614,36.557,0.384,8.516
Animation,0.571,43.882,91,2000,0.83,73.448,0.564,9.815
Animation,0.537,35.287,109,2024,0.201,82.58,0.237,7.556
SciFi,0.404,14.689,118,2007,0.49,66.865,0.51,7.775
Drama,0.481,48.567,75,2019,0.98,84.081,0.854,10.0
Comedy,0.502,13.963,102,2024,0.144,65.292,0.031,7.545
SciFi,0.347,51.673,98,2025,0.664,82.096,0.197,8.814
Horror,0.401,28.305,99,2016,0.646,83.655,0.441,7.79
Comedy,0.557,38.871,132,1996,0.541,60.585,0.836,7.617
Action,0.429,26.609,126,2011,0.781,55.317,0.824,8.033
Action,0.228,33.748,124,2013,0.847,33.2,0.065,7.56
Action,0.802,19.568,95,2001,0.742,77.157,0.978,10.0
Horror,0.224,43.169,109,1996,0.109,100.0,0.52,7.822
Comedy,0.251,20.671,107,1998,0.853,65.513,0.427,8.812
Comedy,0.824,8.949,109,2006,0.495,56.579,0.451,7.37
Comedy,0.68,19.634,93,2014,0.753,71.282,0.24,8.639
Animation,0.294,34.248,110,2022,0.679,35.43,0.32,8.802
Horror,0.341,15.584,82,2001,0.564,81.819,0.584,7.682
Drama,0.226,6.679,142,2019,0.374,72.094,0.276,7.264
Horror,0.556,0.5,97,1998,0.598,65.03,0.667,7.564
Comedy,0.543,40.225,104,2012,0.428,79.184,0.171,8.727
Horror,0.921,28.05,85,1997,0.282,62.642,0.877,7.806
Romance,0.99,34.594,95,2015,0.527,89.245,0.613,9.354
Comedy,0.131,62.085,111,2012,0.013,60.81,0.573,7.197
Action,0.338,18.39,95,2009,0.588,85.125,0.311,8.03
SciFi,0.715,43.01,92,2012,0.418,51.968,0.093,7.901
Action,0.871,28.368,118,2006,0.702,55.714,0.062,7.662
SciFi,0.428,43.417,95,1998,0.676,77.496,0.394,9.3
SciFi,0.592,24.354,100,2016,0.801,45.408,0.641,8.766
Comedy,0.174,11.973,100,2009,0.468,81.923,0.524,7.492
SciFi,0.67,29.074,111,2007,0.175,45.806,0.531,7.022
Drama,0.412,23.108,93,2012,0.293,81.681,0.27,7.965
Action,0.626,27.173,96,2004,0.314,77.698,0.681,8.586
Romance,0.715,21.626,122,2013,0.199,60.798,0.708,8.105
SciFi,0.346,27.525,99,2000,0.906,55.611,0.243,8.148
Comedy,0.517,53.095,131,1996,0.57,72.053,0.257,8.571
Drama,0.093,19.461,128,2003,0.536,53.822,0.459,6.67
Action,0.457,12.473,103,2012,0.636,85.644,0.777,9.376
Romance,0.6,12.568,92,2003,0.222,77.382,0.143,7.89
Animation,0.614,30.72,118,2025,0.273,69.711,0.509,8.848
Action,0.363,8.36,110,2013,0.246,84.923,0.22,7.642
Drama,0.606,24.848,114,2003,0.518,55.275,0.211,8.557
Animation,0.633,22.463,105,2019,0.526,41.224,0.55,8.896
Horror,0.512,46.165,136,2020,0.619,66.599,0.5,7.632
Romance,0.604,37.583,121,2003,0.396,78.67,0.747,9.413
Romance,0.562,21.341,123,2023,0.917,53.063,0.351,8.941
Action,0.247,48.33,119,2006,0.657,52.71,0.328,7.68
Horror,0.524,31.087,100,2022,0.644,83.644,0.414,8.998
Romance,0.4,19.972,113,2004,0.314,50.228,0.53,6.612
Drama,0.422,22.594,117,2008,0.448,70.993,0.581,8.236
Comedy,0.411,46.059,117,2005,0.567,63.593,0.326,8.937
SciFi,0.825,53.127,118,2007,0.611,71.896,0.923,10.0
Romance,0.527,19.156,111,2009,0.363,49.214,0.509,7.624
Romance,0.784,30.315,123,2005,0.448,52.163,0.429,8.467
Romance,0.397,51.329,96,2005,0.825,70.978,0.574,8.203
SciFi,0.497,34.809,112,2005,0.765,55.752,0.345,8.067
SciFi,0.682,39.002,104,2019,0.764,58.046,0.63,9.255
Animation,0.334,5.668,105,2018,0.366,92.225,0.57,8.363
SciFi,0.388,55.812,100,2004,0.428,76.715,0.222,8.634
SciFi,0.533,19.611,107,1998,0.243,62.075,0.566,7.694
Comedy,0.519,51.522,146,2008,0.156,81.573,0.383,6.815
Animation,0.484,34.832,107,2020,0.644,81.684,0.568,10.0
SciFi,0.34,35.207,118,2009,0.561,59.476,0.261,8.182
Drama,0.38,27.728,92,2020,0.517,60.306,0.002,7.867
Drama,0.297,37.783,102,2010,0.986,79.602,0.649,9.619
SciFi,0.035,37.254,91,1997,0.678,64.123,0.553,7.659
SciFi,0.127,15.627,99,2023,0.308,53.818,0.788,6.679
Romance,0.339,34.59,111,2014,0.231,59.283,0.228,7.114
Comedy,0.651,10.24,106,1997,0.594,50.092,0.436,6.749
Comedy,0.44,21.277,97,2018,0.9,55.121,0.377,9.582
Animation,0.345,8.903,96,2012,0.367,77.235,0.372,8.226
Romance,0.271,26.545,96,2011,0.712,77.934,0.756,9.278
Comedy,0.634,42.689,88,2014,0.296,53.192,0.188,7.644
Comedy,0.442,24.305,127,2015,0.115,46.27,0.724,7.193
Drama,0.501,11.59,120,2005,0.402,74.891,0.09,8.09
Horror,0.369,30.586,101,2007,0.617,64.205,0.572,8.414
Action,0.559,47.173,110,1998,0.014,68.127,0.176,6.415
Animation,0.129,18.323,107,2024,0.48,66.94,0.677,7.687
SciFi,0.278,4.926,120,2022,0.229,68.529,0.602,7.266
Drama,0.512,47.86,133,2024,0.349,69.764,0.607,8.291
Romance,0.583,18.571,85,2019,0.488,58.287,0.0,8.651
Drama,0.528,37.58,131,1995,0.497,57.366,0.109,7.48
Action,1.0,32.48,81,2010,0.4,57.372,0.837,8.918
Romance,0.593,12.453,118,2017,0.041,59.547,0.645,6.428
Romance,0.617,38.551,117,2001,0.55,62.751,0.334,8.789
Romance,0.578,35.158,92,2001,0.316,75.475,0.587,8.138
Romance,0.314,49.496,100,2006,0.609,66.047,0.847,8.451
SciFi,0.231,16.701,137,2019,0.644,51.651,0.082,8.436
Horror,0.457,24.513,102,2007,0.713,66.153,0.788,8.696
Action,0.67,39.989,117,2007,0.832,59.42,0.244,8.024
Comedy,0.375,31.69,118,2014,0.526,42.467,0.701,8.144
Comedy,0.513,24.922,127,2007,0.568,54.192,0.655,7.541
Action,0.592,31.538,126,2025,0.499,50.94,0.972,8.356
Romance,0.849,43.449,102,2003,0.733,68.858,0.615,9.566
SciFi,0.397,27.652,111,1999,0.496,54.778,0.514,8.793
Animation,0.795,47.006,122,2016,0.484,72.389,0.506,8.995
Drama,0.625,0.5,92,1996,0.351,51.743,0.624,6.606
Romance,0.126,43.45,93,2017,0.784,55.601,0.644,8.975
Animation,0.451,50.363,98,2005,0.556,65.385,0.268,8.929
Animation,0.384,31.977,91,2023,0.037,73.325,0.64,8.633
Comedy,1.0,35.241,123,1998,0.0,71.101,0.092,8.523
Animation,0.186,24.864,82,2001,0.442,74.644,0.196,7.851
Action,0.364,29.536,88,2006,0.568,75.335,0.458,8.571
Animation,0.703,27.519,110,2003,0.83,78.317,0.224,8.989
Action,0.673,25.052,88,2008,0.472,74.453,0.469,8.923
Drama,0.577,39.274,71,2024,0.473,86.828,0.742,10.0
Action,0.254,14.514,99,1995,0.719,63.589,0.701,9.332
Horror,0.539,19.36,83,2003,0.641,71.121,0.386,9.949
Comedy,0.654,11.83,126,2014,0.605,51.355,1.0,9.037
Drama,0.448,13.845,105,2013,0.46,45.98,0.645,8.646
Drama,0.674,15.339,112,1997,0.65,93.777,0.475,9.507
Action,0.377,27.031,141,2015,0.429,56.819,0.75,8.645
SciFi,0.624,33.125,98,2017,0.679,61.458,0.554,9.603
Horror,0.519,26.871,101,2024,0.893,53.897,0.721,8.807
Animation,0.536,61.615,103,2013,0.569,55.16,0.697,9.049
Drama,0.486,10.054,114,1995,0.772,71.447,0.908,10.0
SciFi,0.545,29.264,89,1997,0.583,74.665,0.903,8.69
Action,0.399,44.477,121,2007,0.123,54.981,0.402,7.704
Horror,0.372,30.265,137,2005,0.573,81.17,0.214,7.633
Action,0.701,37.275,109,2000,0.0,51.24,0.931,8.747
Horror,0.494,41.232,149,2021,0.73,66.942,0.709,9.333
Comedy,0.138,33.389,117,2015,0.389,70.032,0.731,9.512
Drama,0.504,21.706,106,2018,0.0,76.874,0.521,8.193
Animation,0.283,20.663,111,2014,0.871,68.181,0.192,9.242
Drama,0.876,48.979,104,2009,0.519,54.875,0.373,7.506
Romance,0.313,54.305,137,2021,0.382,46.427,0.355,7.946
Comedy,0.706,42.101,138,2012,0.898,39.893,0.265,8.823
Horror,0.686,53.357,109,2018,0.257,53.457,0.256,8.051
Horror,0.612,0.5,94,2001,0.478,10.165,0.713,6.4
Drama,0.371,25.594,120,2011,0.499,48.889,0.124,6.405
SciFi,0.54,32.45,102,1999,0.967,75.891,0.609,10.0
Romance,0.581,33.086,75,2019,1.0,39.843,0.0,8.939
Romance,0.592,37.159,105,2012,0.661,63.083,0.766,7.587
SciFi,0.654,35.853,118,2025,0.284,62.718,0.371,8.423
Animation,0.574,30.338,122,2010,0.857,55.375,0.121,9.183
Drama,0.359,40.247,110,2001,0.551,65.038,0.268,8.27
Animation,0.418,52.934,100,1998,0.606,64.063,0.487,7.832
SciFi,0.455,37.629,109,1998,0.485,65.607,0.068,7.345
Action,0.25,46.649,90,1999,0.167,61.033,0.346,6.368
Romance,0.601,4.674,104,2018,0.116,70.946,0.532,7.551
Animation,0.482,17.398,146,2025,0.458,85.093,0.066,5.917
Horror,0.917,30.154,114,2024,0.106,48.57,0.33,7.324
Comedy,0.501,37.542,133,2025,0.771,32.441,0.693,8.256
Action,0.488,19.987,93,2006,0.423,52.396,0.706,8.77
Animation,0.305,67.53,114,2022,0.68,62.117,0.419,9.385
Drama,0.825,26.84,111,2005,0.269,78.865,0.333,8.549
Romance,0.47,45.107,87,1998,0.642,72.626,0.549,9.226
Animation,0.283,46.482,129,2024,0.749,74.71,0.819,9.162
SciFi,0.073,41.141,109,2025,0.512,71.388,0.413,7.556
Action,0.455,7.084,110,2023,0.618,73.124,0.804,8.511
Comedy,0.4,34.668,122,2009,0.403,77.458,0.523,8.634
Animation,0.575,22.356,106,2017,0.345,81.47,0.271,7.464
Romance,0.626,48.987,100,2004,0.785,48.978,0.045,8.275
Horror,0.533,21.53,103,2003,0.451,66.459,0.776,8.496
SciFi,0.553,35.005,136,2024,0.775,84.338,1.0,10.0
Romance,0.734,17.489,116,1999,1.0,70.964,0.874,9.248
Action,0.288,30.224,110,2021,0.322,68.333,0.099,8.384
Horror,0.474,23.867,70,2004,0.203,38.715,0.758,6.713
Comedy,0.601,19.854,111,2014,0.45,74.376,0.597,8.17
Animation,0.738,22.858,102,2018,0.325,92.005,0.486,9.893
Horror,1.0,58.178,101,2005,0.468,66.076,0.084,8.753
Comedy,0.658,0.5,137,2011,0.297,74.802,0.713,6.07
Romance,0.602,0.5,117,1997,0.342,85.126,0.406,5.176
Animation,0.75,12.804,104,2022,0.457,85.809,0.036,9.051
Romance,0.538,34.452,110,2008,0.542,72.113,0.481,7.918
Horror,0.485,70.397,108,1999,0.546,94.841,0.581,8.449
Drama,0.438,0.5,110,2025,0.185,69.916,0.568,7.474
Drama,0.294,10.192,94,2000,0.297,80.355,0.811,9.654
Romance,0.37,4.879,105,1998,0.416,84.007,0.733,7.591
SciFi,0.506,37.398,114,2002,0.872,65.353,0.518,9.433
Romance,0.359,23.596,122,2000,0.29,62.011,0.198,7.049
SciFi,0.854,45.127,112,2003,0.532,62.852,0.763,8.289
Action,0.549,38.083,119,2016,0.35,64.99,0.396,8.376
Action,0.351,41.178,120,2004,0.03,41.281,0.086,7.348
Comedy,0.408,30.144,106,2007,0.0,69.922,0.528,8.983
Comedy,1.0,42.893,120,2021,0.215,53.814,0.599,8.671
Animation,0.423,64.938,118,2010,1.0,69.311,0.329,9.596
Action,0.266,15.783,101,2015,0.428,63.454,0.497,6.768
Animation,0.151,52.232,112,2016,0.0,56.045,0.0,8.187
Drama,0.481,47.654,122,2022,0.778,62.702,0.003,8.58
Action,0.445,25.656,123,2005,0.441,41.943,0.426,9.097
SciFi,0.564,0.5,104,2009,0.479,64.823,0.682,7.91
Animation,0.635,33.722,121,2008,0.668,87.624,0.566,10.0
Animation,0.678,47.915,136,2016,0.153,50.699,0.336,7.613
Horror,0.399,30.458,114,2002,0.715,94.804,0.629,8.617
Action,0.465,35.106,121,1995,0.317,43.871,0.345,7.979
Animation,0.55,29.296,115,2022,0.669,57.809,0.931,10.0
Comedy,0.807,44.649,133,2007,0.12,51.512,0.222,8.273
Horror,0.133,20.762,108,1995,0.87,52.576,0.674,7.738
SciFi,0.432,25.857,99,2022,1.0,61.198,0.306,7.492
Comedy,0.557,32.687,121,2004,0.669,71.624,0.278,10.0
Comedy,0.513,31.495,114,2025,0.847,58.945,0.556,7.905
Comedy,0.472,40.142,109,2012,0.378,78.093,0.255,8.185
SciFi,0.882,33.0,111,2004,0.85,52.211,0.133,8.143
Animation,0.893,32.877,116,2024,0.533,80.378,0.623,9.212
SciFi,0.773,53.167,108,2007,0.457,54.056,0.211,7.124
Animation,0.417,41.321,111,1995,0.511,78.196,0.034,8.406
Drama,0.732,31.023,101,2011,0.642,47.008,0.0,9.025
Drama,0.25,33.272,98,2022,0.884,79.436,0.702,10.0
Horror,0.601,26.728,115,2002,0.144,51.013,0.386,7.103
Drama,0.488,44.551,114,2016,0.471,71.351,0.243,8.806
Comedy,0.695,26.469,121,2019,0.443,19.207,0.536,7.157
Horror,0.446,30.805,116,2009,0.546,73.079,0.948,8.069
Animation,0.543,28.143,131,2012,0.918,64.198,0.102,9.039
Comedy,0.643,37.56,128,2019,0.459,71.371,0.748,9.532
SciFi,0.155,43.39,90,2016,0.534,69.352,0.292,7.75
Animation,0.503,7.194,103,2009,0.581,72.081,0.777,8.849
Horror,0.558,22.689,113,2009,0.36,53.045,0.576,8.304
Action,0.699,11.874,119,2012,0.44,79.856,0.448,8.432
SciFi,0.554,52.376,132,2008,0.417,36.921,0.301,7.194
Romance,0.377,4.836,75,2007,0.437,55.807,0.401,7.425
Drama,0.564,31.994,98,2006,0.591,42.784,0.819,8.434
Comedy,0.241,33.171,108,2005,0.0,51.516,0.345,8.036
Drama,0.396,37.832,130,2005,0.427,67.732,0.168,8.211
Horror,0.318,30.016,109,1997,0.768,39.437,0.242,7.402
Drama,0.848,35.706,117,2001,0.766,45.798,0.776,10.0
Comedy,0.616,33.417,117,1998,0.451,69.648,0.561,8.069
Horror,0.542,23.201,113,2010,0.617,70.581,0.527,7.983
SciFi,0.385,38.926,117,2012,0.283,66.578,0.741,9.368
SciFi,0.36,49.856,110,2020,0.526,68.318,0.61,9.331
SciFi,0.509,27.587,141,2000,0.49,59.854,0.322,7.851
SciFi,0.438,35.703,110,2009,0.814,48.08,0.899,8.455
Action,0.394,35.788,113,2005,0.454,50.863,0.0,7.562
Comedy,0.629,15.785,118,2003,0.711,57.719,0.52,8.862
Animation,0.26,37.043,113,2002,0.239,66.339,0.487,8.292
Romance,0.753,2.338,130,2003,0.979,76.549,0.243,7.781
SciFi,0.359,50.704,113,1999,0.834,56.452,0.535,8.703
Animation,0.374,57.194,126,1998,0.578,55.443,0.379,8.024
Animation,0.305,23.855,121,2008,0.688,44.339,0.606,8.708
Comedy,0.303,17.937,105,2001,0.333,58.814,0.498,6.867
Action,0.494,30.149,120,2021,0.293,89.908,0.507,9.873
Animation,0.487,36.304,103,2012,0.895,66.526,1.0,10.0
Animation,0.529,34.079,112,2006,0.593,71.007,0.0,8.969
Action,0.4,26.545,128,2024,0.674,67.311,0.686,8.638
Comedy,0.502,39.253,120,1997,0.45,91.429,0.615,9.894
Drama,0.298,33.178,105,2014,0.634,57.882,0.383,8.947
Romance,0.479,26.433,122,2021,0.24,46.884,0.393,7.298
Comedy,0.371,30.357,98,2023,0.755,89.875,0.383,9.413
Horror,0.746,50.251,129,2018,0.554,44.033,0.414,8.8
Animation,0.763,28.547,121,2000,0.563,61.458,0.578,8.079
Horror,0.343,58.197,103,1996,0.42,73.254,0.626,7.643
Horror,0.503,10.659,114,2003,0.791,92.573,0.249,8.929
Animation,0.49,36.581,114,2014,0.761,71.779,0.49,9.84
Action,0.648,27.997,103,2006,0.528,80.085,0.961,9.118
Drama,0.387,31.426,122,2007,0.219,64.918,0.616,8.966
SciFi,0.326,15.384,117,2019,0.503,66.413,0.194,7.322
SciFi,0.642,22.484,113,2000,0.567,63.498,0.414,7.979
Drama,0.13,36.655,110,2001,0.474,56.923,0.397,7.855
Comedy,0.468,25.873,120,2013,0.268,57.018,0.533,6.361
Drama,0.614,25.961,99,1999,0.563,70.455,0.123,8.207
Drama,0.292,13.764,104,1998,0.204,44.389,0.28,7.53
SciFi,0.467,25.66,110,2010,0.187,43.948,0.555,7.938
Comedy,0.513,10.022,125,1998,0.477,51.95,0.77,8.473
Romance,0.564,18.038,106,2008,0.419,95.718,0.352,9.194
Animation,0.345,44.201,118,2000,0.883,77.996,0.462,8.433
Comedy,0.637,22.395,115,2018,0.248,64.249,0.734,9.081
Comedy,0.205,55.905,123,2005,0.229,64.504,0.398,7.392
Comedy,0.438,44.148,136,1995,0.51,46.491,0.232,8.432
Romance,0.221,44.084,126,2012,0.481,48.032,0.677,7.815
Action,0.626,60.499,129,2020,0.795,93.896,0.777,10.0
Comedy,0.207,15.283,92,2007,0.276,76.084,0.837,8.626
Action,0.551,27.82,138,2005,0.539,60.649,0.268,7.809
Comedy,0.847,41.615,108,2002,0.461,61.39,0.447,8.853
